ID,name,Food Group,Calories,Carbohydrate,Protein,Fat,Water,Net-Carbs,Sugars,Fiber,Cholesterol,Saturated Fats,Monounsaturated Fatty Acids,Polyunsaturated Fatty Acids,PRAL score,Calcium,Iron,Potassium,Magnesium,Vitamin A IU,Vitamin A RAE,Vitamin C,Vitamin B-12,Vitamin D,Vitamin E,Omega 3s,Omega 6s,Trans Fatty Acids,Sucrose,Glucose,Fructose,Lactose,Maltose,Galactose,Starch,Phosphorus,Sodium,Zinc,Copper,Manganese,Selenium,Fluoride,Thiamin,Riboflavin,Niacin,Pantothenic acid,Vitamin B6,Folate,Folic acid,Food Folate,Folate DFE,Choline,Betaine,Retinol,Beta Carotene,Alpha Carotene,Lycopene,Vitamin D2,Vitamin D3,Vitamin D,Vitamin K,Dihydrophylloquinone,Menaquinone-4,ALA,EPA,DPA,DHA,Tryptophan,Threonine,Isoleucine,Leucine,Lysine,Methionine,Cystine,Phenylalanine,Tyrosine,Valine,Arginine,Histidine,Alanine,Aspartic acid,Glutamic acid,Glycine,Proline,Serine,Hydroxyproline,Alcohol,Caffeine,Theobromine,Density
170931,Black Pepper,Spices and Herbs,251,63.95,10.39,3.26,12.46,38.65,0.64,25.3,0,1.392,739,998,-27.361,443,9.71,1329,171,547,27,0,0,0,1.04,152,694,0,0.02,0.24,0.23,0,0,0.15,NULL,158,20,1.19,1.33,12.753,4.9,34.2,0.108,0.18,1.143,1.399,0.291,17,0,17,17,11.3,8.9,0,310,12,20,NULL,NULL,0,163.7,0,NULL,152,0,0,0,58,244,366,1014,244,96,138,446,483,547,308,159,616,1413,1413,441,1413,409,0,0,0,0,
173946,Blackberries,Fruits,43,9.61,1.39,0.49,88.15,4.31,4.88,5.3,0,0.014,47,280,-2.826,29,0.62,162,20,214,11,21,0,0,1.17,94,186,0,0.07,2.31,2.4,0,0.07,0.03,0,22,1,0.53,0.165,0.646,0.4,NULL,0.02,0.026,0.646,0.276,0.03,25,0,25,25,8.5,0.3,0,128,0,0,NULL,NULL,0,19.8,0,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172175,Blue Cheese,Dairy and Egg Products,353,2.34,21.4,28.74,42.41,2.34,0.5,0,75,18.669,7778,800,11.935,528,0.31,256,23,721,198,0,1.22,0.5,0.25,264,536,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,387,1146,2.66,0.04,0.009,14.5,NULL,0.029,0.382,1.016,1.729,0.166,36,0,36,36,15.4,NULL,192,74,0,0,NULL,0.5,21,2.4,NULL,NULL,NULL,0,0,0,312,785,1124,1919,1852,584,107,1087,1295,1556,711,758,644,1436,5179,406,2100,1120,NULL,0,0,0,
171711,Blueberries,Fruits,57,14.49,0.74,0.33,84.21,12.09,9.96,2.4,0,0.028,47,146,-1.054,6,0.28,77,6,54,3,9.7,0,0,0.57,58,88,0,0.11,4.88,4.97,0,0,0,0.03,12,1,0.16,0.057,0.336,0.1,NULL,0.037,0.041,0.418,0.124,0.052,6,0,6,6,6,0.2,0,32,0,0,NULL,NULL,0,19.3,0,NULL,NULL,0,0,0,3,20,23,44,13,12,8,26,9,31,37,11,31,57,91,31,28,22,NULL,0,0,0,
170390,Bok Choy,Vegetables,13,2.18,1.5,0.2,95.32,1.18,1.18,1,0,0.027,15,96,-5.078,105,0.8,252,19,4468,223,45,0,0,0.09,55,42,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,65,0.19,0.021,0.159,0.5,NULL,0.04,0.07,0.5,0.088,0.194,66,0,66,66,6.4,0.3,0,2681,1,0,NULL,NULL,0,45.5,NULL,NULL,NULL,0,0,0,15,49,85,88,89,9,17,44,29,66,84,26,86,108,360,43,31,48,NULL,0,0,0,
170569,Brazilnuts,Nuts and Seeds,659,11.74,14.32,67.1,3.42,4.24,2.33,7.5,0,16.134,23879,24399,7.968,160,2.43,659,376,0,0,0.7,0,0,5.65,18,24381,NULL,2.33,0,0,0,0,0,0.25,725,3,4.06,1.743,1.223,1917,NULL,0.617,0.035,0.295,0.184,0.101,22,0,22,22,28.8,0.4,0,0,0,0,NULL,NULL,0,0,0,NULL,18,0,0,0,135,365,518,1190,490,1124,306,639,416,760,2140,409,609,1325,3190,733,706,676,NULL,0,0,0,
174928,Panko,Baked Foods,395,71.98,13.35,5.3,6.51,67.48,6.2,4.5,0,1.203,1023,2060,5.001,183,4.83,196,43,0,0,0,0.35,0,0.08,186,1874,NULL,0,1.82,2.46,0,1.92,0,59.66,165,732,1.45,0.255,0.919,25.2,NULL,0.967,0.403,6.634,0.552,0.121,107,82,25,164,14.6,NULL,0,0,0,0,NULL,NULL,0,6.6,1.1,NULL,NULL,0,0,0,162,427,544,963,430,232,278,655,398,600,552,296,483,766,4123,488,1366,662,NULL,0,0,0,
172816,Pita Bread,Baked Foods,275,55.7,9.1,1.2,32.1,53.5,NULL,2.2,0,0.166,105,535,3.714,86,1.4,120,26,0,0,0,0,NULL,NULL,24,511,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,536,0.84,0.168,0.481,NULL,NULL,0.267,0.097,2.142,0.397,0.034,24,0,24,24,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,257,349,634,219,160,197,446,257,394,329,195,302,408,3033,319,1012,438,NULL,NULL,NULL,NULL,
167943,Potato Bread,Baked Foods,266,47.07,12.5,3.13,33.55,40.77,9.38,6.3,0,0,0,0,1.448,188,2.25,718,28,89,24,0,0.15,0.1,0.47,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,369,375,1.44,0.094,0.253,9.5,NULL,0.188,0.106,1.25,0.817,0.232,126,33,92,149,18.4,NULL,24,6,0,0,NULL,NULL,2,6.8,NULL,NULL,NULL,0,0,0,81,224,268,440,311,112,86,285,213,305,265,143,243,533,1352,204,479,275,NULL,0,0,0,
167532,Bread,Baked Foods,238,43.91,10.66,2.15,39.6,34.71,5,9.2,0,0.63,393,973,-3.221,684,4.89,127,26,4,0,0,0,0,0.38,86,887,0.031,0,1.5,2.7,0,0.8,0,27.25,103,478,0.95,0.149,0.634,16.1,NULL,0.51,0.255,4.455,0.455,0.08,127,49,78,162,8.1,0,0,2,0,0,NULL,NULL,0,7.7,NULL,NULL,83,3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172177,Brie Cheese,Dairy and Egg Products,334,0.45,20.75,27.68,48.42,0.45,0.45,0,100,17.41,8013,826,10.998,184,0.5,152,20,592,174,0,1.65,0.5,0.24,313,513,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188,629,2.38,0.019,0.034,14.5,NULL,0.07,0.52,0.38,0.69,0.235,65,0,65,65,15.4,NULL,173,9,0,0,NULL,0.5,20,2.3,NULL,NULL,NULL,0,0,0,322,751,1015,1929,1851,592,114,1158,1200,1340,735,716,859,1350,4387,397,2459,1168,NULL,0,0,0,
170379,Broccoli,Vegetables,34,6.64,2.82,0.37,89.3,4.04,1.7,2.6,0,0.114,31,112,-4.007,47,0.73,316,21,623,31,89.2,0,0,0.78,63,49,0,0.1,0.49,0.68,0.21,0.21,0,0,66,33,0.41,0.049,0.21,2.5,NULL,0.071,0.117,0.639,0.573,0.175,63,0,63,63,18.7,0.1,0,361,25,0,NULL,NULL,0,101.6,0,NULL,NULL,0,0,0,33,88,79,129,135,38,28,117,50,125,191,59,104,325,542,89,110,121,NULL,0,0,0,
169704,Brown Rice,Grains and Pasta,123,25.58,2.74,0.97,70.27,23.98,0.24,1.6,0,0.26,369,366,2.274,3,0.56,86,39,0,0,0,0,0,0.17,11,355,0,0.24,0,0,0,0,0,24.79,103,4,0.71,0.106,0.974,5.8,NULL,0.178,0.069,2.561,0.38,0.123,9,0,9,9,9.2,0.5,0,0,0,0,NULL,NULL,0,0.2,0,0,11,0,0,0,33,95,109,214,99,58,31,133,97,151,196,66,151,242,526,127,121,134,NULL,0,0,0,
172344,Butter,Fats and Oils,499,0,3.3,55.1,43.2,0,0,0,106,34.321,15927,2046,0.621,48,1.09,71,5,1698,465,0,0.13,0,1.58,802,1244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,36,0.26,0,NULL,1,NULL,0.01,0.07,0.02,NULL,0.01,1,0,1,1,12.9,NULL,456,107,0,0,0,0,0,4.8,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172225,Buttermilk,Dairy and Egg Products,62,4.88,3.21,3.31,87.91,4.88,4.88,0,11,1.899,827,198,0.111,115,0.03,135,10,165,47,0,0.46,1.3,0.07,76,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,105,0.38,0.025,0.004,3.7,NULL,0.047,0.172,0.09,0.38,0.036,5,0,5,5,14.6,NULL,46,7,0,0,NULL,1.3,52,0.3,NULL,NULL,NULL,0,0,0,41,137,166,304,269,84,20,166,162,210,92,97,108,275,721,64,317,193,NULL,0,0,0,
781099,Buttermilk Low Fat (1%),Dairy and Egg Products ,40,4.79,3.31,0.88,90.13,4.79,4.79,0,4,0.548,254,33,-0.069,116,0.05,151,11,NULL,14,1,0.22,0,0.05,13,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,190,0.42,0.011,NULL,2,NULL,0.034,0.154,0.058,NULL,0.034,5,0,5,5,17.7,NULL,13,1,0,0,NULL,NULL,NULL,0.1,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169975,Cabbage,Vegetables,25,5.8,1.28,0.1,92.18,3.3,3.2,2.5,0,0.034,17,17,-2.833,40,0.47,170,12,98,5,36.6,0,0,0.15,0,17,0,0.08,1.67,1.45,0,0.01,0,0,26,18,0.18,0.019,0.16,0.3,1,0.061,0.04,0.234,0.212,0.124,43,0,43,43,10.7,0.4,0,42,33,0,NULL,NULL,0,76,0,NULL,NULL,0,0,0,11,35,30,41,44,12,11,32,19,42,75,22,42,122,294,30,48,53,NULL,0,0,0,
788107,Cactus,Vegetables,34,3.17,1.32,2.27,91.57,1.27,1.08,1.9,4,1.096,629,400,-6,159,0.48,189,45,NULL,44,5.1,0,0,0.3,41,358,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,290,0.2,0.047,NULL,0.7,NULL,0.011,0.039,0.286,NULL,0.11,3,0,3,3,7.3,NULL,22,243,45,0,NULL,NULL,NULL,6.3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
172178,Camambert,Dairy and Egg Products,300,0.46,19.8,24.26,51.8,0.46,0.46,0,72,15.259,7023,724,13.025,388,0.33,187,20,820,241,0,1.3,0.4,0.21,274,450,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,347,842,2.38,0.021,0.038,14.5,NULL,0.028,0.488,0.63,1.364,0.227,62,0,62,62,15.4,NULL,240,12,0,0,NULL,0.4,18,2,NULL,NULL,NULL,0,0,0,307,717,968,1840,1766,565,109,1105,1145,1279,701,683,819,1288,4187,379,2346,1114,NULL,0,0,0,
170919,Cardamom,Spices and Herbs,311,68.47,10.76,6.7,8.28,40.47,NULL,28,0,0.68,870,430,-22.754,383,13.97,1119,229,0,0,21,0,0,NULL,120,310,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,178,18,7.47,0.383,28,NULL,NULL,0.198,0.182,1.102,NULL,0.23,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
170393,Carrots,Vegetables,41,9.58,0.93,0.24,88.29,6.78,4.74,2.8,0,0.032,12,102,-5.746,33,0.3,320,12,16706,835,5.9,0,0,0.66,2,100,0,3.59,0.59,0.55,0,0,0,1.43,35,69,0.24,0.045,0.143,0.1,3.2,0.066,0.058,0.983,0.273,0.138,19,0,19,19,8.8,0.4,0,8285,3477,1,NULL,NULL,0,13.2,0,NULL,NULL,0,0,0,12,191,77,102,101,20,83,61,43,69,91,40,113,190,366,47,54,54,NULL,0,0,0,
170162,Cashews,Nuts and Seeds,553,30.19,18.22,43.85,5.2,26.89,5.91,3.3,0,7.783,23797,7845,8.782,37,6.68,660,292,0,0,0.5,0,0,0.9,62,7782,NULL,5.81,0.05,0.05,0,0,0,23.49,593,12,5.78,2.195,1.655,19.9,NULL,0.423,0.058,1.062,0.864,0.417,25,0,25,25,NULL,NULL,0,0,0,0,NULL,NULL,0,34.1,NULL,NULL,NULL,0,0,0,287,688,789,1472,928,362,393,951,508,1094,2123,456,837,1795,4506,937,812,1079,NULL,NULL,NULL,NULL,
169985,Cassava,Vegetables,160,38.06,1.36,0.28,59.68,36.26,1.7,1.8,0,0.074,75,48,-4.813,16,0.27,271,21,13,1,20.6,0,0,0.19,17,32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,14,0.34,0.1,0.384,0.7,NULL,0.087,0.048,0.854,0.107,0.088,27,0,27,27,23.7,0.4,0,8,0,0,NULL,NULL,0,1.9,NULL,NULL,NULL,0,0,0,19,28,27,39,44,11,28,26,17,35,137,20,38,79,206,28,33,33,NULL,0,0,0,
169986,Cauliflower,Vegetables,25,4.97,1.92,0.28,92.07,2.97,1.91,2,0,0.13,34,31,-4.421,22,0.42,299,15,0,0,48.2,0,0,0.08,15,19,0,0,0.94,0.97,0,0,0,NULL,44,30,0.27,0.039,0.155,0.6,1,0.05,0.06,0.507,0.667,0.184,57,0,57,57,44.3,NULL,0,0,0,0,NULL,NULL,0,15.5,0,0,15,0,0,0,20,76,71,106,217,20,20,65,51,125,86,56,116,177,257,71,71,86,NULL,0,0,0,
170932,Cayenne Pepper,Spices and Herbs,318,56.63,12.01,17.27,8.05,29.43,10.34,27.2,0,3.26,2750,8370,-31.691,148,7.8,2014,152,41610,2081,76.4,0,0,29.83,660,7710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,293,30,2.48,0.373,2,8.8,NULL,0.328,0.919,8.701,NULL,2.45,106,0,106,106,51.5,NULL,0,21840,0,0,NULL,NULL,0,80.3,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170400,Celeriac,Vegetables,42,9.2,1.5,0.3,88,7.4,1.6,1.8,0,0.079,58,148,-2.425,43,0.7,300,20,0,0,8,0,0,0.36,0,148,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,100,0.33,0.07,0.158,0.7,NULL,0.05,0.06,0.7,0.352,0.165,8,0,8,8,9,NULL,0,0,0,0,NULL,NULL,0,41,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169988,Celery,Vegetables,14,2.97,0.69,0.17,95.43,1.37,1.34,1.6,0,0.042,32,79,-5.069,40,0.2,260,11,449,22,3.1,0,0,0.27,0,79,0,0.08,0.4,0.37,0,0,0.48,0,24,80,0.13,0.035,0.103,0.4,4,0.021,0.057,0.32,0.246,0.074,36,0,36,36,6.1,0.1,0,270,0,0,NULL,NULL,0,29.3,0,NULL,NULL,0,0,0,9,20,21,32,27,5,4,20,9,27,20,12,23,117,90,21,18,20,NULL,0,0,0,
173414,Cheddar Cheese,Dairy and Egg Products,403,3.37,22.87,33.31,36.75,3.37,0.48,0,99,18.867,9391,942,16.498,710,0.14,76,27,1242,337,0,1.1,0.6,0.71,137,1392,NULL,0,0.26,0,0.12,0,0.1,NULL,455,653,3.64,0.03,0.027,28.5,NULL,0.029,0.428,0.059,0.41,0.066,27,0,27,27,16.5,0.7,330,85,0,0,NULL,0.6,24,2.4,0,8.6,108,10,17,1,547,1044,1206,1939,1025,547,123,1074,1108,1404,547,547,751,1734,4735,547,2497,780,NULL,0,0,0,
781654,Cheese,Dairy and Egg Products ,365,5.39,20.16,29.21,40.24,5.39,2.78,0,91,16.493,7810,1249,14.401,976,0.46,164,30,NULL,306,0,1.27,3,0.76,27,1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,580,903,3.07,0.029,NULL,23.6,NULL,0.033,0.427,0.103,NULL,0.089,23,0,23,23,24.2,NULL,297,150,0,0,NULL,NULL,NULL,2.7,NULL,NULL,NULL,9,15,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
781701,Ricotta,Dairy and Egg Products ,156,4.09,11.32,10.44,73.06,4.09,0.29,0,41,6.611,2970,322,5.948,240,0.41,115,13,NULL,114,0,0.32,0.2,0.09,91,232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,170,92,1.25,0.028,NULL,15.6,NULL,0.017,0.19,0.091,NULL,0.032,12,0,12,12,16.9,NULL,111,26,0,0,NULL,NULL,NULL,0.9,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
170575,Chestnuts,Nuts and Seeds,196,44.17,1.63,1.25,52,44.17,NULL,NULL,0,0.235,430,493,-9.044,19,0.94,484,30,26,1,40.2,0,0,NULL,53,440,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,2,0.49,0.418,0.336,NULL,NULL,0.144,0.016,1.102,0.476,0.352,58,0,58,58,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,58,64,96,96,38,52,69,45,91,116,45,109,281,210,84,86,81,NULL,NULL,NULL,NULL,
170554,Chia Seeds,Nuts and Seeds,486,42.12,16.54,30.74,5.8,7.72,NULL,34.4,0,3.33,2309,23665,14.323,631,7.72,407,335,54,NULL,1.6,0,NULL,0.5,17830,5835,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,860,16,4.58,0.924,2.723,55.2,NULL,0.62,0.17,8.83,NULL,NULL,49,NULL,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17830,NULL,NULL,NULL,436,709,801,1371,970,588,407,1016,563,950,2143,531,1044,1689,3500,943,776,1049,NULL,NULL,NULL,NULL,
782073,Chicken,Meats,164,0,26.79,6.36,66.02,0,0,0,112,1.579,2706,937,15.222,14,0.73,279,23,NULL,8,0,0.36,0,0.41,51,859,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,345,1.61,0.064,NULL,24,NULL,0.07,0.182,7.598,NULL,0.247,10,0,8,8,66.3,NULL,8,0,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
173757,Chickpeas,Beans and Lentils,164,27.42,8.86,2.59,60.21,19.82,4.8,7.6,0,0.269,583,1156,2.518,49,2.89,291,48,27,1,1.3,0,0,0.35,43,1113,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,168,7,1.53,0.352,1.03,3.7,NULL,0.116,0.063,0.526,0.286,0.139,172,0,172,172,42.8,NULL,0,16,0,0,NULL,NULL,0,4,NULL,NULL,NULL,0,0,0,85,329,380,631,593,116,119,475,220,372,835,244,380,1042,1550,369,366,447,NULL,0,0,0,
169992,Chicory Greens,Vegetables,23,4.7,1.7,0.3,92,0.7,0.7,4,0,0.073,6,131,-8.379,100,0.9,420,30,5717,286,24,0,0,2.26,19,112,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,45,0.42,0.295,0.429,0.3,NULL,0.06,0.1,0.5,1.159,0.105,110,0,110,110,12.8,NULL,0,3430,0,0,NULL,NULL,0,297.6,NULL,NULL,NULL,0,0,0,31,47,101,74,67,10,NULL,41,NULL,77,124,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169993,Chicory Roots,Vegetables,72,17.51,1.4,0.2,80,16.01,8.73,1.5,0,0.048,4,87,-4.288,41,0.8,290,22,6,0,5,0,0,NULL,13,75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,50,0.33,0.077,0.233,0.7,NULL,0.04,0.03,0.4,0.323,0.241,23,0,23,23,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
171319,Chili Powder,Spices and Herbs,282,49.7,13.46,14.28,10.75,14.9,7.19,34.8,0,2.462,3211,8006,-31.658,330,17.3,1950,149,29650,1483,0.7,0,0,38.14,519,7487,0,0.76,2.14,4.29,0,0,0,NULL,300,2867,4.3,1,1.7,20.4,NULL,0.25,0.94,11.6,0.888,2.094,28,0,28,28,66.5,2.7,0,15000,2090,21,NULL,NULL,0,105.7,0,NULL,519,0,0,0,70,270,390,630,360,130,180,370,190,540,490,180,450,1690,1590,600,1250,230,0,0,0,0,
169404,Chinese Broccoli,Vegetables,26,4.67,1.2,0.76,92.55,2.07,0.88,2.6,0,0.116,53,347,-5.467,105,0.59,274,19,1720,86,29.6,0,0,0.5,271,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,7,0.41,0.064,NULL,1.4,NULL,0.1,0.153,0.459,NULL,0.074,104,0,104,104,26.5,NULL,0,1032,0,0,NULL,NULL,0,89.1,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
169994,Chives,Vegetables,30,4.35,3.27,0.73,90.65,1.85,1.85,2.5,0,0.146,95,267,-4.798,92,1.6,296,42,4353,218,58.1,0,0,0.21,15,252,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,3,0.56,0.157,0.373,0.9,NULL,0.078,0.115,0.647,0.324,0.138,105,0,105,105,5.2,NULL,0,2612,0,0,NULL,NULL,0,212.7,NULL,NULL,NULL,0,0,0,37,128,139,195,163,36,NULL,105,95,145,237,57,148,303,677,162,216,148,NULL,0,0,0,
781204,Chocolate Milk,Dairy and Egg Products ,72,10.11,3.35,2.06,83.72,9.81,9.81,0.3,7,1.296,508,96,-0.321,139,0.02,149,13,NULL,50,1.7,0.46,1.2,0.04,28,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,50,0.82,0.069,NULL,3,NULL,0.037,0.171,0.098,NULL,0.091,5,0,5,5,15,NULL,49,4,0,0,NULL,NULL,NULL,0.2,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,17,
789231,Chocolate,Sweets,528,60.18,4.5,33.2,0.75,53.78,48.81,6.4,4,19.536,10510,1048,-4.179,40,5.44,429,132,NULL,1,0,0.12,0,0.4,56,988,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,180,20,1.8,0.825,NULL,3.2,NULL,0.023,0.146,0.708,NULL,0.042,2,0,2,2,28.8,NULL,0,12,4,0,NULL,NULL,NULL,7.2,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,56,470,
174117,Chocolate Syrup,Beverages,279,65.1,2.1,1.13,31,62.5,49.65,2.6,0,0.519,286,26,-0.816,14,2.11,224,65,0,0,0.2,0,0,0.02,2,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,129,72,0.73,0.512,0.382,1.4,NULL,0.009,0.05,0.322,0.013,0.006,2,0,2,2,1.3,NULL,0,0,0,0,NULL,NULL,0,0.5,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,190,
173859,Chorizo,Meats,296,3.78,13.63,25.1,54.77,3.78,0,0,63,8.595,10603,4296,4.92,19,1.41,308,20,0,0,0,2,1.5,0.22,200,4029,0.123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,149,788,1.68,0.084,0.093,18.6,NULL,0.207,0.31,5.47,NULL,0.313,0,0,0,0,96.7,4.1,0,0,0,0,NULL,NULL,61,0,NULL,NULL,156,2,17,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,0,0,0,
169995,Chrysanthemum,Vegetables,24,3.02,3.36,0.56,91.4,0.02,NULL,3,0,NULL,NULL,NULL,-10.682,117,2.29,567,32,2320,116,1.4,0,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,118,0.71,0.137,0.943,NULL,NULL,0.13,0.144,0.531,0.221,0.176,177,0,177,177,NULL,NULL,0,1380,0,NULL,NULL,NULL,0,350,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
785090,Churros,Baked Foods,481,49.8,3.02,30.58,15.99,49,27.25,0.8,7,8.637,12100,7986,1.692,7,1.38,33,7,NULL,22,0,0.01,0,1.79,537,7448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,160,0.21,0.049,NULL,10,NULL,0.176,0.135,1.539,NULL,0.012,35,29,6,55,3.5,NULL,22,5,0,0,NULL,NULL,NULL,15,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,
171320,Cinnamon,Spices and Herbs,247,80.59,3.99,1.24,10.58,27.49,2.17,53.1,0,0.345,246,68,-19.375,1002,8.32,431,60,295,15,3.8,0,0,2.32,11,44,0,0.02,1.04,1.11,0,0,0,NULL,64,10,1.83,0.339,17.466,3.1,NULL,0.022,0.041,1.332,0.358,0.158,6,0,6,6,11,3.9,0,112,1,15,NULL,NULL,0,31.2,0,NULL,11,0,0,0,49,136,146,253,243,78,58,146,136,224,166,117,166,438,370,195,419,195,0,0,0,0,
